AQP4	GAD1	NEUROD2	NEUROD2_GAD1	PAX6	PAX6_AQP4	PAX6_GAD1	PAX6_NEUROD2	PAX6_NEUROD2_GAD1	PDGFRA	PDGFRA_GAD1	PDGFRA_NEUROD2	PTPRC	PTPRC_NEUROD2
PTPN12	133	987	6755	790	1630	247	180	2086	77	552	67	313	332	63
PTPN13	114	183	3473	1757	995	72	4	1019	177	199	12	223	43	49
PTPN14	0	60	587	92	182	212	0	135	0	75	2	113	61	75
PTPN18	57	806	4754	1931	885	56	113	1684	3	88	203	308	607	96
PTPN2	207	3094	17280	3726	2750	164	542	3488	158	534	347	652	480	315
PTPN20	0	1	2	0	0	2	0	0	0	0	0	0	0	0
PTPN21	50	352	1872	170	501	14	63	705	6	98	2	31	12	33
PTPN22	0	1	123	7	23	0	0	68	0	0	0	1	0	22
PTPN23	34	201	3955	898	513	16	26	932	16	159	75	252	294	248
PTPN3	1	33	223	29	13	1	1	86	0	0	2	3	0	3
PTPN4	111	694	7583	1103	1673	215	31	3025	243	556	154	803	58	218
PTPN5	113	939	6528	917	345	142	66	1708	30	135	94	248	98	56
PTPN6	0	10	70	9	3	0	0	84	0	0	0	0	1100	247
PTPN7	0	0	17	2	27	0	0	13	0	0	0	0	8	2
PTPN9	26	1354	3554	757	1194	54	31	1521	4	260	3	262	246	216
PTPRA	1294	3048	25233	3497	8411	1878	458	9349	287	1009	310	1246	719	580
PTPRB	34	353	338	111	10	1	0	25	20	1	0	106	44	105
PTPRC	25	34	458	61	26	4	2	157	1	7	2	5	3762	1061
PTPRCAP	0	8	122	11	22	0	1	164	0	0	0	4	523	18
PTPRD	394	2723	43086	6957	3577	408	485	10706	488	1306	614	1849	378	448
PTPRD-AS1	81	544	5346	714	513	2	108	1136	0	49	2	111	16	68
PTPRD-AS2	0	2	92	3	7	0	0	7	1	0	0	5	0	1
PTPRE	92	390	3763	521	1014	51	110	446	12	1902	260	718	1907	417
PTPRF	403	1288	14119	3734	3111	1233	119	5075	264	1351	214	908	269	289
PTPRG	130	187	3227	380	2473	984	281	1428	1	576	25	242	0	79
PTPRG-AS1	5	68	1207	117	444	184	1	434	0	7	0	48	1	2
PTPRH	0	0	99	0	1	0	0	5	0	0	0	0	0	0
PTPRJ	21	321	1988	794	290	24	36	639	84	130	95	77	209	134
PTPRK	20	489	8804	1907	2504	193	122	2567	145	667	250	1018	65	240
PTPRM	47	288	2405	532	1074	81	1	1105	25	244	152	136	25	5
PTPRN	33	619	4409	1626	219	55	16	762	90	146	2	403	55	256
PTPRN2	172	1917	8772	2342	1910	215	5	2343	161	917	238	577	253	366
PTPRO	255	2875	34379	6161	2484	302	104	6662	458	897	227	1193	167	496
PTPRQ	16	0	90	49	0	0	0	3	0	0	0	0	0	0
PTPRR	1	2412	863	817	135	1	1	230	69	160	35	27	2	2
PTPRS	540	2828	36770	7584	6771	874	218	12711	281	1046	485	1597	400	1108
PTPRT	97	1469	3284	2549	173	307	157	663	117	273	208	386	11	42
PTPRU	70	106	1137	68	229	6	1	310	15	119	1	61	145	1
PTPRVP	0	0	1	0	1	0	0	1	0	0	0	2	0	0
PTPRZ1	9612	8574	94001	6521	53507	21719	749	37206	1136	22882	3150	7970	959	698
PTRF	7	5	197	11	44	2	1	88	7	38	0	1	0	0
PTRH1	178	117	3094	120	885	301	104	606	2	120	93	88	79	78
PTRH2	5	1279	9751	913	2201	29	203	1911	103	372	277	401	264	175
PTRHD1	211	1974	19629	2611	5983	680	181	5011	251	881	311	445	499	246
PTS	211	3476	22564	2979	6305	378	147	6071	312	1254	519	351	363	323
PTTG1	37	310	17106	527	50935	1867	1640	19616	345	3448	9	444	1073	107
PTTG1IP	1464	3816	23413	2476	10286	3036	304	6652	554	2155	867	691	830	856
PTTG2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PTTG3P	0	0	0	100	0	0	0	0	0	0	0	0	0	0
PTX3	6	141	4148	353	602	117	75	929	6	232	3	144	1	0
PTX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PUF60	725	3877	36953	4093	17233	2395	711	12073	721	3285	981	1159	1053	551
PUM1	519	3084	24717	4866	6565	367	443	9118	290	961	369	861	686	432
PUM2	119	2310	18510	2213	3608	330	263	5804	215	423	110	733	917	558
PURA	52	852	6007	1676	1325	452	28	2009	140	252	41	458	591	230
PURB	49	464	2948	1013	483	113	2	991	85	126	72	241	68	65
PURG	110	1338	3545	1296	408	146	54	1202	59	116	106	87	88	103
PUS1	146	115	1540	626	439	0	0	371	1	17	4	10	23	80
PUS10	0	28	225	34	61	0	0	255	8	1	0	1	3	36
PUS3	124	423	5066	424	1471	69	31	1448	68	388	89	143	201	21
PUS7	14	73	2346	367	829	174	2	719	89	55	11	223	18	113
PUS7L	103	2000	12052	1496	1827	106	7	2558	128	776	464	516	43	211
PUSL1	102	18	858	160	315	15	5	213	0	10	8	38	141	1
PVALB	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PVR	39	657	3485	1143	464	253	115	881	5	224	8	213	61	132
PVRIG	2	4	128	104	1	0	0	2	0	42	4	0	0	0
PVRIG2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PVRL1	15	534	2977	1119	579	173	2	800	66	141	39	324	72	8
PVRL2	2	160	1228	305	258	86	3	337	15	165	1	426	151	53
PVRL3	101	918	7020	1857	605	102	407	1246	361	704	46	706	177	260
PVRL3-AS1	1	13	64	36	231	0	0	34	0	1	6	3	0	0
PVRL4	0	0	22	1	0	1	0	1	0	0	0	0	0	0
PVT1	0	34	75	7	177	54	30	157	2	5	0	6	1	0
PWAR1	29	146	406	269	2	0	21	350	18	0	0	143	0	10
PWAR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWAR5	1	262	1573	147	333	0	0	596	2	12	3	135	3	32
PWARSN	420	3342	32722	4202	5867	574	339	7795	494	1636	344	891	582	357
PWP1	307	5824	24844	2899	6349	307	479	5603	414	1275	413	357	349	808
PWP2	15	357	2305	531	574	28	0	686	1	129	32	66	268	74
PWRN1	0	5	262	18	25	0	0	25	0	0	0	7	17	2
PWRN2	0	0	7	2	0	0	0	2	0	0	0	0	0	0
PWRN3	0	22	141	52	0	0	0	0	0	0	0	0	0	0
PWRN4	0	18	36	1	0	0	0	38	0	0	0	0	0	0
PWWP2A	95	866	6237	797	652	684	130	2934	126	323	191	387	354	251
PWWP2B	206	294	1211	773	53	43	14	333	1	143	5	3	30	23
PXDC1	2	1311	1347	326	59	15	43	193	123	432	304	110	97	68
PXDN	296	1580	9013	2160	2552	122	118	3684	88	778	140	809	87	322
PXDNL	0	0	153	39	0	0	0	2	0	0	0	0	0	0
PXK	62	1045	7069	1494	1039	259	33	2387	6	967	352	526	126	185
PXMP2	262	1330	12201	877	5798	812	237	4668	300	1156	105	169	470	179
PXMP4	268	380	6669	951	1310	310	43	1843	6	593	46	103	117	146
PXN	15	316	2433	561	1185	141	32	1014	10	359	66	89	421	107
PXN-AS1	0	59	839	215	231	154	39	330	0	94	5	2	149	2
PXT1	0	0	0	0	26	0	0	0	0	0	0	0	0	0
PXYLP1	107	1158	3826	975	743	21	111	1102	143	228	103	203	138	75
PYCARD	2	18	927	134	269	3	1	43	1	6	3	29	2738	534
PYCARD-AS1	0	2	5	111	24	0	0	0	0	0	0	17	49	1
PYCR1	78	574	7563	677	3033	650	124	3047	149	637	198	362	36	5
PYCR2	104	377	3424	527	1814	420	71	1234	136	507	54	56	203	83
PYCRL	45	168	2052	120	1075	90	1	533	7	148	1	19	4	3
PYDC1	0	2	92	5	40	0	0	1	0	1	2	0	0	1
PYDC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYGB	114	651	7309	1087	1369	313	66	2276	97	586	94	201	138	131
PYGL	47	216	343	33	267	430	1	259	0	134	0	88	126	39
PYGM	180	0	11	18	0	2	0	0	0	0	0	0	0	0
PYGO1	15	839	5065	1639	735	225	20	1236	186	194	180	278	160	95
PYGO2	70	301	2860	511	1012	202	35	1253	24	141	99	78	48	199
PYHIN1	0	0	1	0	0	0	0	0	0	0	6	0	0	0
PYROXD1	1	467	1160	137	330	86	4	249	15	318	65	32	101	0
PYROXD2	26	117	986	4	622	140	1	438	1	3	0	52	1	1
PYURF	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYY	0	0	6	0	1	0	0	15	0	0	18	0	0	0
PYY2	0	17	156	25	3	42	1	22	0	19	0	1	0	15
PZP	0	1	215	63	121	0	0	73	0	0	0	62	0	0
QARS	484	1207	11310	1461	3236	389	227	3969	111	581	180	400	475	380
QDPR	460	1014	22501	1635	5306	621	192	6334	224	1683	421	500	469	239
QKI	1535	5560	21399	4603	13259	3151	780	12952	555	2760	827	2043	1881	843
QPCT	19	8	1261	233	409	3	1	432	3	139	25	166	134	6
QPCTL	14	86	575	128	215	7	12	217	9	25	8	30	34	14
QPRT	80	252	526	107	461	116	17	202	1	54	2	11	675	193
QRFP	0	0	0	0	13	0	0	0	0	0	0	0	0	0
QRFPR	0	2	134	4	7	0	0	54	0	2	0	0	0	0
QRICH1	113	1360	7275	1049	1987	254	51	2074	19	405	87	237	168	310
QRICH2	171	243	989	372	149	64	11	367	1	7	4	44	50	39
QRSL1	137	480	4816	442	1834	88	132	2010	84	426	95	291	199	26
QSER1	104	1089	10051	1513	2774	222	145	4581	192	143	10	228	696	460
QSOX1	83	198	3586	256	1289	59	2	777	3	268	25	145	206	80
QSOX2	29	290	2768	630	978	116	79	1038	7	399	82	57	84	12
QTRT1	58	1068	5260	901	1508	81	250	2093	25	470	213	224	150	235
QTRTD1	52	193	942	105	643	4	11	476	4	101	118	89	187	51
R3HCC1	215	1667	16636	1589	4623	505	229	4612	486	729	183	239	332	355
R3HCC1L	166	245	2108	367	1415	66	14	776	133	54	59	75	35	2
R3HDM1	146	1841	17518	6015	2403	499	303	2939	260	843	187	1809	707	449
R3HDM2	269	2443	17126	3222	2628	440	226	4736	154	866	89	981	572	247
R3HDM4	15	974	4441	1156	317	65	31	1292	5	169	123	437	11	86
R3HDML	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB10	471	4382	28017	3977	7230	1433	332	7563	151	2011	471	791	1448	734
RAB11A	419	5436	49078	4731	9685	1398	633	12752	622	2152	376	1264	1400	1262
RAB11B	304	3139	28394	4165	6137	801	231	6865	187	1859	453	738	562	247
RAB11B-AS1	3	606	3488	570	1115	400	20	1169	2	298	8	207	76	61
RAB11FIP1	0	270	118	70	41	4	0	20	9	2	0	9	4	132
RAB11FIP2	86	804	5771	1652	2009	165	132	1998	179	215	41	135	252	309
RAB11FIP3	2	130	1267	209	277	51	5	541	9	69	71	86	8	53
RAB11FIP4	77	1108	9275	2602	701	282	25	2069	75	288	3	669	183	187
RAB11FIP5	5	9	1279	37	264	91	0	454	1	1	0	13	40	1
RAB12	7	189	1306	259	169	6	13	536	3	17	8	40	48	45
RAB13	192	224	7474	461	2162	512	89	3284	297	658	1	100	317	22
RAB14	376	3256	23072	3295	5209	912	225	7087	603	1875	364	1212	616	199
RAB15	70	402	6421	2134	808	190	202	916	104	674	69	216	6	142
RAB17	0	0	19	0	0	0	0	8	0	0	0	0	28	0
RAB18	706	3307	20420	2342	7000	1285	440	6522	285	1819	400	816	524	346
RAB19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB1A	808	7785	55472	5404	14244	2687	776	15992	576	3113	882	957	2628	1062
RAB1B	207	809	7288	1071	2456	526	184	2719	41	779	97	530	491	158
RAB20	0	1	63	3	110	0	0	16	0	2	0	1	476	2
RAB21	19	164	3896	638	471	105	28	1196	83	111	139	54	161	69
RAB22A	126	489	6116	1624	1330	305	103	1564	115	462	27	308	186	15
RAB23	4	69	1519	354	473	1	1	482	0	31	1	151	1	214
RAB24	78	3148	16848	2596	3003	287	205	3364	273	889	157	445	285	198
RAB25	0	3	113	4	62	1	0	44	0	0	0	0	0	0
RAB26	66	30	1660	219	244	3	0	1009	0	22	0	18	3	60
RAB27A	14	95	1356	453	97	84	4	551	4	114	8	41	121	46
RAB27B	0	132	271	82	62	0	0	8	0	65	91	54	0	74
RAB28	8	683	2952	396	1709	124	74	1747	93	234	320	118	254	29
RAB29	165	393	2904	477	904	218	63	612	1	54	4	29	520	485
RAB2A	806	7398	43545	6391	9649	1900	634	10739	830	2973	795	2219	919	603
RAB2B	63	1344	9413	1159	1820	121	45	2034	62	269	35	235	252	198
RAB30	66	873	6608	1164	1172	423	36	1980	40	348	118	484	22	39
RAB30-AS1	31	666	3359	509	2106	115	0	1351	165	125	3	279	160	5
RAB31	2544	1128	3862	1461	3820	3231	184	2192	343	3212	976	1111	1477	526
RAB32	1	71	1083	91	201	12	118	415	0	32	0	36	688	267
RAB33A	89	1057	13148	874	1563	99	82	1992	106	1006	186	530	40	35
RAB33B	5	445	2789	432	651	60	52	661	27	367	38	65	140	23
RAB34	441	949	4298	678	3311	587	138	1650	102	831	21	177	217	1
RAB35	5	322	2639	628	647	49	8	938	50	219	111	152	117	110
RAB36	2	33	647	197	492	37	1	515	14	12	35	41	1	2
RAB37	1	2	62	20	68	189	0	10	0	0	0	1	57	1
RAB38	0	1	72	1	86	1	0	280	0	30	0	0	16	0
RAB39A	0	4	725	45	75	2	2	286	0	247	0	19	35	85
RAB39B	43	497	4173	855	452	82	56	1048	19	399	122	53	46	169
RAB3A	174	2267	26199	3032	1532	270	71	5368	301	603	284	552	186	329
RAB3B	169	1561	10126	3029	1467	165	16	3185	27	313	59	633	406	356
RAB3C	1	422	3572	589	489	2	1	452	3	182	79	289	1	47
RAB3D	32	213	3286	387	644	37	64	1313	9	77	18	188	71	19
RAB3GAP1	25	529	5425	1162	1276	151	278	2358	84	391	291	670	143	78
RAB3GAP2	553	1796	8443	2145	2251	550	180	3913	29	192	15	472	213	230
RAB3IL1	2	64	355	235	27	5	1	68	0	23	1	4	624	119
RAB3IP	20	1566	6705	1382	1702	12	75	1634	94	514	516	400	14	91
RAB40A	0	11	73	0	6	0	0	38	0	44	0	0	2	0
RAB40AL	0	0	1	12	10	0	0	0	0	0	0	0	0	0
RAB40B	25	550	3934	526	465	87	3	754	59	118	218	54	188	3
RAB40C	139	457	5304	1271	877	67	182	1258	1	184	97	209	124	138
RAB41	0	53	285	145	68	0	0	65	0	11	11	1	0	30
RAB42	11	56	490	94	194	276	0	255	1	27	0	57	57	5
RAB43	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RAB44	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RAB4A	98	507	3730	649	1836	808	22	1972	197	379	87	282	221	41
RAB4B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB4B-EGLN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB5A	452	1672	9061	1542	2185	1094	162	2423	105	991	344	559	558	544
RAB5B	122	818	7965	1284	1806	422	92	2628	56	566	106	311	345	251
RAB5C	87	750	5149	603	1645	228	167	2335	90	365	229	141	336	198
RAB6A	375	2784	20485	2973	4342	1004	163	5026	289	2154	550	769	761	229
RAB6B	390	1232	8663	3340	1529	387	91	2840	137	215	136	639	165	208
RAB6C	22	11	283	5	23	1	4	13	0	0	1	0	1	1
RAB6C-AS1	0	21	287	76	64	0	0	1	4	1	0	3	0	0
RAB7A	926	4424	33401	3752	8879	1685	445	8439	228	1735	788	1143	1900	564
RAB8A	159	1118	8813	685	4046	462	182	3189	180	860	110	162	458	199
RAB8B	283	1600	7936	1139	4202	686	46	3810	339	446	146	258	264	107
RAB9A	262	701	6187	714	2522	628	27	2118	43	1546	579	714	131	12
RAB9B	38	1034	10087	1536	788	25	241	1975	260	436	259	362	165	116
RAB9BP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RABAC1	1719	9039	74506	6784	18502	2624	872	16786	471	5447	604	1579	1440	686
RABEP1	240	4624	27757	4123	5870	795	180	7405	386	2201	334	998	1481	899
RABEP2	17	162	1844	290	577	137	0	469	1	102	3	23	67	25
RABEPK	41	973	10456	834	1864	281	69	2359	38	600	43	384	177	204
RABGAP1	258	1217	10174	1524	1232	228	76	3574	13	800	64	364	149	151
RABGAP1L	42	967	5412	1487	858	51	104	2374	317	782	123	252	379	183
RABGEF1	129	1667	7226	1103	3737	344	7	2948	37	351	269	104	588	171
RABGGTA	80	407	6940	600	2045	391	55	1338	69	120	6	242	33	95
RABGGTB	97	726	4513	672	1060	49	6	1307	24	292	36	75	366	214
RABIF	16	1462	10841	1247	2900	11	137	2876	65	334	284	224	170	308
RABL2A	75	1208	6347	1022	1122	194	152	1153	77	111	10	127	19	106
RABL2B	197	1036	9210	1422	1278	76	27	1707	49	349	201	168	63	179
RABL3	26	288	3455	423	1709	146	11	1233	38	208	13	53	45	196
RABL6	268	1311	11904	2417	2880	366	58	3690	246	677	12	477	613	277
RAC1	2654	11579	91837	12925	20852	3837	1626	26284	981	6270	1674	3807	7324	3266
RAC2	1	10	45	43	27	0	1	4	1	1	0	1	717	150
RAC3	20	113	1271	289	256	17	62	381	24	79	71	69	6	20
RACGAP1	37	107	1826	151	3841	114	81	1853	3	196	51	174	74	6
RACGAP1P	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RAD1	61	1808	11972	1375	3245	440	184	3821	437	757	205	362	171	416
RAD17	133	820	5687	695	1264	59	51	1672	66	85	57	98	124	42
RAD18	33	748	2890	681	1319	102	184	1427	27	96	29	76	53	1
RAD21	365	3050	25310	4975	12394	1354	545	10277	639	1626	306	1287	627	327
RAD21-AS1	0	0	70	0	1	0	0	10	0	0	0	1	0	0
RAD21L1	0	0	23	0	227	0	0	3	0	0	0	0	0	0
RAD23A	604	2877	23840	2374	9387	1179	317	6070	200	1561	393	841	862	429
RAD23B	128	571	8757	1728	3152	204	20	4171	114	485	23	471	333	373
RAD50	363	3464	17910	2797	4847	807	138	5243	472	1531	713	597	239	395
RAD51	0	22	825	19	2697	1	155	1254	101	155	1	24	161	19
RAD51-AS1	185	556	3937	352	1265	123	132	1058	0	273	2	228	119	57
RAD51AP1	3	172	1486	50	2954	54	87	2554	10	253	3	205	205	230
RAD51AP2	0	4	130	4	0	0	0	3	2	0	0	0	0	0
RAD51B	0	26	165	4	296	0	0	223	144	108	5	30	92	0
RAD51C	237	837	8975	601	5295	174	236	2651	250	1088	187	268	759	69
RAD51D	6	388	2735	132	417	9	1	551	186	207	3	151	49	268
RAD51L3-RFFL	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAD52	34	335	2150	463	399	67	48	594	3	49	33	117	10	6
RAD54B	15	94	989	207	979	68	0	675	44	87	2	18	11	2
RAD54L	0	181	1111	206	836	5	17	698	0	78	5	54	74	1
RAD54L2	38	702	5022	1042	990	27	6	1038	148	184	17	166	99	51
RAD9A	34	20	320	107	69	0	9	79	0	7	3	9	29	10
RAD9B	0	44	14	30	55	2	1	2	0	10	0	0	1	0
RADIL	1	5	530	361	430	75	1	332	1	5	9	101	8	0
RAE1	461	3377	15137	1341	7695	493	117	5044	176	1364	442	586	510	272
RAET1E	29	4	596	204	59	0	0	137	0	15	2	0	0	3
RAET1E-AS1	0	1	30	2	8	55	14	74	0	3	0	1	1	0
RAET1G	0	0	0	0	6	0	2	0	0	0	0	0	0	1
RAET1K	0	1	14	0	28	0	0	29	1	0	1	1	0	1
RAET1L	0	0	0	0	0	0	0	6	0	0	0	0	0	0
RAF1	70	878	5107	1087	1301	224	44	1314	241	323	82	133	149	51
RAG1	0	0	0	0	0	0	0	0	0	0	0	6	0	0
RAG2	0	0	51	0	1	0	11	9	0	0	0	0	0	0
RAI1	18	674	2644	550	582	12	17	1064	17	167	70	89	189	11
RAI1-AS1	0	1	18	0	1	0	0	12	0	0	0	0	0	0
RAI14	64	460	15299	983	2747	484	51	5860	410	675	6	506	72	406
RAI2	63	1359	7634	592	587	0	31	767	53	106	115	45	2	75
RALA	445	2908	24604	3078	6129	1108	141	6570	301	1074	461	971	651	379
RALB	96	655	3165	601	1179	382	31	974	13	211	61	75	196	51
RALBP1	312	2241	10513	1180	3041	406	219	3624	536	375	68	549	643	133
RALGAPA1	121	324	4065	1025	932	187	27	973	9	123	12	287	25	33
RALGAPA1P	0	0	8	4	0	0	0	3	0	0	0	0	0	0
RALGAPA2	173	782	6776	1324	2644	624	4	2643	74	95	57	230	212	202
RALGAPB	132	577	5787	823	1729	125	66	1534	56	244	36	256	214	225
RALGDS	193	1134	12497	3379	1133	138	109	3506	123	191	212	549	121	244
RALGPS1	140	1165	11298	2620	1048	49	37	2076	77	697	95	614	41	228
RALGPS2	62	742	5910	1151	1412	237	68	1672	98	60	40	298	124	59
RALY	910	3608	27785	3344	11194	1763	526	9864	349	1738	378	1380	748	705
RALY-AS1	0	0	10	41	115	0	0	0	0	0	0	0	0	0
RALYL	160	908	13208	1555	531	352	18	2159	103	669	80	430	51	27
RAMP1	2133	1161	2646	568	5040	3899	14	1450	5	4960	893	916	476	213
RAMP2	7	1538	5897	1820	704	202	85	1442	79	672	141	511	93	13
RAMP2-AS1	1	817	1043	516	299	1	0	344	2	3	2	86	4	1
RAMP3	426	561	705	255	880	1055	277	396	5	589	2	44	30	59
RAN	1229	9444	107688	9986	68310	3928	1750	42884	1371	8268	1574	2646	3617	1554
RANBP1	456	3185	31546	2367	17738	1094	632	13647	559	1868	694	1385	1216	387
RANBP10	8	138	2551	604	544	54	253	803	9	60	4	263	253	88
RANBP17	100	254	1174	683	922	10	55	702	1	250	0	371	11	94
RANBP2	190	1573	10039	1484	1981	263	180	3676	168	550	184	385	795	387
RANBP3	80	925	8338	809	2394	256	66	2802	71	373	104	381	178	123
RANBP3L	9	49	6	94	101	49	0	117	0	1	0	0	0	0
RANBP6	51	917	5823	538	959	120	27	1389	213	336	54	458	122	64
RANBP9	571	943	11453	2029	2930	759	295	3357	7	248	169	335	638	168
RANGAP1	83	791	7470	1678	3193	379	156	3250	52	760	96	471	291	505
RANGRF	38	174	1140	98	576	90	22	315	8	126	19	23	155	7
RAP1A	165	506	4216	753	877	703	56	1238	32	283	0	295	977	508
RAP1B	489	1659	18784	1696	8379	1182	367	5515	222	1391	180	448	1325	319
RAP1GAP	304	504	5085	1479	1105	436	58	1452	172	1048	136	340	5	70
RAP1GAP2	80	303	3976	1088	316	131	6	631	53	81	20	202	74	583
RAP1GDS1	218	2551	15525	3377	2061	469	342	3053	151	656	285	440	316	552
RAP2A	359	1520	17091	3005	1928	418	98	4275	268	1108	277	1023	598	530
RAP2B	221	989	13041	1682	1676	192	11	3085	75	523	80	335	421	154
RAP2C	14	303	1837	429	1191	281	60	612	3	111	31	73	107	212
RAP2C-AS1	0	306	1114	154	168	0	0	324	10	69	7	0	0	20
RAPGEF1	30	519	4984	775	664	170	51	1137	111	77	99	372	105	177
RAPGEF2	26	1208	11135	2798	2024	403	214	3434	253	549	317	523	556	101
RAPGEF3	5	104	673	229	20	80	4	202	101	6	4	21	2	91
RAPGEF4	63	71	399	65	148	61	52	135	0	297	103	139	43	2
RAPGEF4-AS1	0	141	45	0	0	0	0	0	0	0	0	0	0	0
RAPGEF5	2	43	1008	548	77	1	0	483	150	136	0	428	4	224
RAPGEF6	8	305	2815	645	531	88	71	896	99	432	110	258	731	314
RAPGEFL1	159	160	1412	412	591	125	2	753	97	545	0	146	35	1
RAPH1	156	486	5605	2002	1382	88	44	1212	53	199	199	282	130	51
RAPSN	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RARA	0	148	549	177	66	139	0	246	0	61	2	2	4	0
RARA-AS1	0	47	904	319	35	1	57	234	0	34	8	1	1	0
RARB	18	161	800	343	122	3	0	247	0	2	1	4	1	40
RARG	0	54	486	16	33	0	0	7	0	124	0	73	9	2
RARRES1	0	56	114	43	201	0	1	169	0	38	12	0	0	0
RARRES2	205	75	3180	199	4952	202	815	2210	42	1253	481	289	9	47
RARRES3	36	4	120	11	106	2	0	3	0	82	1	1	59	1
RARS	37	1433	12589	1551	4353	94	165	3136	37	272	125	583	201	193
RARS2	194	1853	11754	1834	3160	194	228	3944	40	747	38	431	201	238
RASA1	82	2069	11289	1459	2458	186	46	3908	35	249	100	621	611	199
RASA2	51	1149	6297	1495	1547	173	98	2185	62	410	122	513	62	307
RASA3	233	426	1711	644	403	272	70	197	21	85	8	68	267	20
RASA4	90	685	4104	1252	1081	253	9	1354	4	158	89	412	149	19
RASA4B	0	1	11	0	0	137	0	3	0	0	0	0	0	0
RASA4CP	1	10	768	56	27	6	0	94	0	8	3	17	4	41
RASAL1	40	23	202	84	0	1	0	26	0	41	0	52	29	0
RASAL2	401	2731	14833	2711	1726	414	373	2548	358	263	300	457	352	426
RASAL2-AS1	2	138	439	17	206	3	1	80	0	34	28	23	0	0
RASAL3	0	3	49	53	0	0	0	16	0	1	0	0	347	83
RASD1	15	198	3828	67	830	64	59	971	5	549	107	162	2	30
RASD2	0	418	308	131	35	1	0	64	0	133	0	69	0	1
RASEF	1	59	2	6	24	0	11	9	1	0	0	0	0	0
RASGEF1A	93	111	808	262	95	2	1	85	16	84	1	86	1	35
RASGEF1B	0	14	3874	220	875	0	50	1548	148	16	0	47	261	114
RASGEF1C	4	140	2813	798	122	0	8	540	63	12	5	106	145	68
RASGRF1	0	42	189	141	0	0	1	56	1	2	1	66	0	0
RASGRF2	2	249	1817	354	431	73	61	261	5	14	21	184	3	27
RASGRF2-AS1	0	27	20	4	1	0	0	0	0	0	79	0	0	0
RASGRP1	27	36	1238	244	1273	149	27	1061	1	165	0	167	0	16
RASGRP2	7	58	1034	421	188	19	2	203	0	51	24	49	11	128
RASGRP3	0	70	293	32	27	2	0	12	2	149	0	1	104	0
RASGRP4	0	9	43	6	21	0	0	27	0	0	0	4	50	21
RASIP1	2	0	480	157	74	1	0	67	0	0	0	5	1	2
RASL10A	1	5	1640	117	146	59	232	261	0	2	2	170	26	2
RASL10B	5	7	868	356	458	91	0	695	0	81	2	235	82	49
RASL11A	0	1	107	8	112	0	0	41	0	1	0	0	34	1
RASL11B	73	244	7133	852	2180	18	68	2642	48	142	162	361	111	68
RASL12	0	44	2	40	17	0	0	11	0	51	0	0	0	0
RASSF1	94	530	3511	701	1469	42	13	1195	0	206	46	367	212	41
RASSF1-AS1	0	0	7	0	5	0	0	6	29	1	0	0	0	0
RASSF10	147	0	3	2	128	1	1	4	0	148	0	37	80	0
RASSF2	693	2286	12916	2974	2456	642	106	3170	76	1446	232	1341	547	509
RASSF3	2	324	324	74	40	1	1	97	1	83	1	2	82	157
RASSF4	144	287	1720	514	1360	706	17	596	60	201	1	84	609	167
RASSF5	1	1	154	2	13	0	0	10	0	0	1	0	160	95
RASSF6	0	123	54	4	91	0	1	8	0	0	75	1	0	1
RASSF7	136	155	2219	715	275	9	8	739	2	61	1	264	165	4
RASSF8	25	18	552	200	220	1	2	280	6	2	1	3	87	12
RASSF8-AS1	1	65	571	9	613	5	0	288	0	232	0	0	72	30
RASSF9	0	0	2	0	0	0	0	0	0	0	0	0	0	0
RAVER1	149	446	2437	266	1386	183	5	1943	1	491	62	107	79	171
RAVER2	58	200	1013	394	732	241	15	413	33	5	91	169	40	0
RAX	0	52	2	16	0	0	0	1	0	45	0	9	0	0
RAX2	0	0	4	2	1	0	0	1	0	0	0	0	1	0
RB1	184	1019	5935	484	1536	149	136	2844	188	238	61	460	1691	355
RB1CC1	328	3582	25244	4831	4641	270	100	8891	331	1628	401	1392	657	232
RBAK	151	304	1603	267	314	89	7	820	0	161	8	228	48	42
RBAK-RBAKDN	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBAKDN	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RBBP4	298	2367	18791	3348	2775	327	133	5885	365	632	480	442	66	72
RBBP5	52	1081	6563	804	1364	67	38	2061	31	316	182	196	127	28
RBBP6	282	2013	14963	2433	4925	321	26	4810	251	703	167	711	780	674
